id	parent_component_id	type_id	title	description	template_type_id	creator_id	component_picture_url	background_color	created_at	updated_at	level_id	privacy_id	order	status
10209	NULL	11100	Describe your decision-making approach		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10210	NULL	11100	"If there was no failure in life, what would you attempt?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10211	NULL	11100	What are some of your favorite movies?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10212	NULL	11100	What is something you wish everyone knew about you?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10213	NULL	11100	Are you prepared to tell people if they are mistaken?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10214	NULL	11100	Describe your methods of assigning work to a person?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10215	NULL	11100	What parts of your life are you putting on hold? Why?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10216	NULL	11100	"If you go to a new place, what steps can you take to adjust to the new place?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10217	NULL	11100	Are you able to express what you think in a clear and intelligible manner?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10218	NULL	11100	Would you recommend your career for other people? Why/Why not?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10219	NULL	11100	Do you usually feel relaxed?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10220	NULL	11100	What can you do to start living your ideal life?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10221	NULL	11100	Describe occasions when you feel you make up your mind too slowly?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10222	NULL	11100	How would you react when you face your fears?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10223	NULL	11100	What do you do every day between 6-12am?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10224	NULL	11100	What is the stupidest thing you have ever done?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10225	NULL	11100	Do you believe that some people are naturally geniuses?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10226	NULL	11100	What advice would you give to yourself 5 years ago?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10227	NULL	11100	Do you like traveling?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10228	NULL	11100	Do most people understand your questions and you want to know?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10229	NULL	11100	What do you do every day between 12pm and 4pm?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10230	NULL	11100	Is earth flat or globe?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10231	NULL	11100	What is your ideal career?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10232	NULL	11100	What is the best prank you have ever pulled?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10233	NULL	11100	What were the limits of authority in your previous jobs?  		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10234	NULL	11100	Why did you select to attend your college/university?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10235	NULL	11100	What are your weaknesses?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10236	NULL	11100	Is it overnight successes or simply lucky?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10237	NULL	11100	"How many emails do you get each week, roughly?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10238	NULL	11100	What is one of the scariest things you have ever done?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10239	NULL	11100	Describe your last achievement?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10240	NULL	11100	What is your favorite dessert?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10241	NULL	11100	"If you could visit any country in the world, where would you go?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10242	NULL	11100	Are you a morning or night person?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10243	NULL	11100	How do you feel about public speaking?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10244	NULL	11100	What do you like least about yourself?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10245	NULL	11100	What kind of person are you?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10246	NULL	11100	Are you good at dancing alone or with a partner?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10247	NULL	11100	Do you feel some rules should be obeyed more stringently than others?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10248	NULL	11100	What is the biggest lie you have ever told?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10249	NULL	11100	Are you clever with your hands?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10250	NULL	11100	What was the toughest decision you had to make?  What made it so difficult?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10251	NULL	11100	What is your sense of purpose?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10252	NULL	11100	What do you think people think of you?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10253	NULL	11100	What are some of your smaller goals in life?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10254	NULL	11100	What were you like in high school?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10255	NULL	11100	How would you explain your basic life philosophy?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10256	NULL	11100	Are you very particular about cleanliness?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10257	NULL	11100	What educational training have you had that helped your career?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10258	NULL	11100	What is your purpose in life?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10259	NULL	11100	What is your ideal life?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10260	NULL	11100	Are you nervous before big events?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10261	NULL	11100	How long does it take you before you felt comfortable with the company's products or services?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10262	NULL	11100	Why do you look up to them?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10263	NULL	11100	What are some things that make you really sad?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10264	NULL	11100	What do you do to keep yourself informed?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10265	NULL	11100	Why did you select to attend your high school?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10266	NULL	11100	How do you handle supervising a close friend?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10267	NULL	11100	Describe the best boss you ever had.  What made him/her so great to work for?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10268	NULL	11100	What is the best decision you ever made?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10269	NULL	11100	How do you handle change of priorities?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10270	NULL	11100	Have you done more than was required in your job?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10271	NULL	11100	What kinds of problems have you had in switching from one job to another?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10272	NULL	11100	"When there's a difference of opinion, do you confront others indirectly or directly?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10273	NULL	11100	What part of your work has given you the greatest feeling of achievement?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10274	NULL	11100	What would you spend your time on?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10275	NULL	11100	What sort of mood swings do you experience?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10276	NULL	11100	How do you react to compliments?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10277	NULL	11100	What are some things that scare you?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10278	NULL	11100	Can you usually find what you need without searching?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10279	NULL	11100	How do you react when someone is unfriendly towards you?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10280	NULL	11100	Are you good in asking for forgiveness?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10281	NULL	11100	Describe a positive attitude.		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10282	NULL	11100	Are you artistic?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10283	NULL	11100	What do you need to learn this year to accomplish last year's unfinished goals?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10284	NULL	11100	What drives you?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10285	NULL	11100	"Based on my daily routines and actions, where can I expect to be in five years?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10286	NULL	11100	Are you good at solving technical problems?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10287	NULL	11100	Do you have the required licenses?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10288	NULL	11100	Have anyone stole credit for an idea you came up with? What did you do?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10289	NULL	11100	Do you review work critically?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10290	NULL	11100	Are the people you spend time with enabling you or holding you back?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10291	NULL	11100	"If you are yourself 5 years from the future, how would you advise yourself now?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10292	NULL	11100	What is your ideal diet?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10293	NULL	11100	Do you sometimes debate without understanding the underlying theory?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10294	NULL	11100	Have you ever taken a personality test?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10295	NULL	11100	What do you need to do to achieve your ideal diet?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10296	NULL	11100	What have you done to make your job more rewarding?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10297	NULL	11100	Do you like to talk on the phone?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10298	NULL	11100	Where do you see yourself in five years?  		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10299	NULL	11100	Describe a decision you made based largely on data you obtained by asking questions.		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10300	NULL	11100	Would you rather be hated or forgotten?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10301	NULL	11100	Is it easy for you to ask somebody a question?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10302	NULL	11100	How strictly do you believe your co-workers normally follow the rules?  Do you approve of their attitude?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10303	NULL	11100	How do you react to failure?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10304	NULL	11100	What drives you everyday?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10305	NULL	11100	How do you measure achievement of goals?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10306	NULL	11100	What opportunities are you looking for?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10307	NULL	11100	Any wish?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10308	NULL	11100	What do you think we could do to best improve the education system?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10309	NULL	11100	What is meaningful for you?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10310	NULL	11100	Would you rather live in the country or in the city?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10311	NULL	11100	Where and what does your mood swings usually stem from?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10312	NULL	11100	What good habits do you want to develop?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10313	NULL	11100	What is the first thing you notice about people?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10314	NULL	11100	What do you think would be one of the best steps we could take toward ending poverty around the world?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10315	NULL	11100	What steps do take to correct your errors?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10316	NULL	11100	Are you living your life to the fullest right now?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10317	NULL	11100	What empowering beliefs can you take on to help you achieve your goals?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10318	NULL	11100	What is your ideal life partner like?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10319	NULL	11100	What are your strengths?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10320	NULL	11100	What is the biggest turnoff in a man/woman?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10321	NULL	11100	Can you handdle heavy manual work without problems?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10322	NULL	11100	"When you were a kid, what did you want to be when you grew up?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10323	NULL	11100	What is your ideal self?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10324	NULL	11100	What do you do?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10325	NULL	11100	How do you see rivals?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10326	NULL	11100	What limiting beliefs are you holding on to?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10327	NULL	11100	What is your role model?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10328	NULL	11100	Have you felt it was proper to act on your own than consult others?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10329	NULL	11100	What is my conscience directing you towards?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10330	NULL	11100	Do you make New Year's resolutions?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10331	NULL	11100	What was the worst decision you ever made?  What were the alternatives?  How did you go about making it?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10332	NULL	11100	What is the highest level of school you completed?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10333	NULL	11100	Can you make an important decision without having to consult others?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10334	NULL	11100	"If you have 1 million dollars, what will you do with it?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10335	NULL	11100	Describe your learning approach.		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10336	NULL	11100	Can you usually anticipate what will happen after you have taken some action?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10337	NULL	11100	Which knowledge and skills areas do you need to focus on?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10338	NULL	11100	What disappoints you?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10339	NULL	11100	When was the last time you made an error?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10340	NULL	11100	What did you learn from last year?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10341	NULL	11100	What are you thinking about right now?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10342	NULL	11100	What accomplishment are you most proud of?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10343	NULL	11100	What are some of the first things you do in the morning?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10344	NULL	11100	Do you have a demonstrable talent for singing?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10345	NULL	11100	Do you believe in overnight successes?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10346	NULL	11100	What do you want to represent?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10347	NULL	11100	Describe the difficult boss you ever had.  What made him/her so hard to work for?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10348	NULL	11100	How long does it take you to decide which restaurant to eat at?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10349	NULL	11100	How can you change someone's life for the better today?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10350	NULL	11100	How do you solve possible work-related problems?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10351	NULL	11100	Do you enjoy meeting new people?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10352	NULL	11100	What drives you after a failure?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10353	NULL	11100	What is something most people do not know about you?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10354	NULL	11100	"If you could learn one random skill, what would you learn?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10355	NULL	11100	What are some things that make you really happy?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10356	NULL	11100	Which one wildly bold goal would you like to accomplish?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10357	NULL	11100	Describe a project or idea you originated in the past? How did you know your idea was a good idea?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10358	NULL	11100	Detail oriented or a big-picture person?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10359	NULL	11100	Can you persuade people by talking to them?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10360	NULL	11100	How do you see competition?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10361	NULL	11100	What have you learned today?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10362	NULL	11100	What activities are hindering you from achieving my goals?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10363	NULL	11100	How do you act when given significant responsibility over others?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10364	NULL	11100	What courses did you start and then later drop out of?  Why?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10365	NULL	11100	What do you want to achieve long term?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10366	NULL	11100	What are some of your favorite websites?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10367	NULL	11100	What was the dumbest idea or venture you have ever put time on? Why was it dumb?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10368	NULL	11100	Where can you find your ideal partner?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10369	NULL	11100	How can you love yourself more today?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10370	NULL	11100	How do you handle interruptions in routines?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10371	NULL	11100	What do you think is one of the most undervalued professions right now?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10372	NULL	11100	How do you feel about money?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10373	NULL	11100	Have you ever recognized a problem or opportunity before anyone else?  Describe.		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10374	NULL	11100	Do you believe in luck?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10375	NULL	11100	Describe a work-related problem you had to face recently. What procedures did you use to deal with it?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10376	NULL	11100	What do you do every night are 5pm?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10377	NULL	11100	What types of work would you prefer to avoid?  Why?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10378	NULL	11100	"If you were going to write a book, what would you call it and what would it be about?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10379	NULL	11100	"What pace do you work at? Are you fast, slow or moderate worker?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10380	NULL	11100	How do you know you have reached a goal?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10381	NULL	11100	Do you think people are basically bad or basically good?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10382	NULL	11100	Describe what you do after a job meeting?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10383	NULL	11100	What is one of your favorite questions to ask new friends or to get a conversation going?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10384	NULL	11100	What do you fear most?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10385	NULL	11100	Can you listen to others and understand their problems		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10386	NULL	11100	Are you able to calm others down?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10387	NULL	11100	What are the biggest actions you can take now to create the biggest results in your life?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10388	NULL	11100	What do you care about?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10389	NULL	11100	Have you ever done any public speaking?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10390	NULL	11100	How do you keep track of things that require your attention?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10391	NULL	11100	Describe occasions when you feel you make up your mind too quickly?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10392	NULL	11100	How do handle working with difficult people?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10393	NULL	11100	Who are your mentors in life?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10394	NULL	11100	Have you ever had trouble learning a new procedure?  How did you deal with that situation?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10395	NULL	11100	What do you do for fun?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10396	NULL	11100	"If you take something apart, do you remember how to put it together again?"		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10397	NULL	11100	What embarrasses you?		7001	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10398	NULL	11100	 Alternate sharing something you consider a positive characteristic of your partner. Share a total of five items.		7004	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10399	NULL	11100	 Are you doing what you believe in or settling for what you’re doing?		7004	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10400	NULL	11100	 At what time in your recent past have you felt most passionate and alive?		7004	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10401	NULL	11100	" Before making a phone call, do you ever rehearse what you're going to say? Why?"		7004	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10402	NULL	11100	 Do any of the things that used to upset you a few years ago matter at all today? What’s changed?		7004	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10403	NULL	11100	" Do you find yourself influencing your world, or it influencing you?"		7004	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10404	NULL	11100	 For what in your life do you feel most grateful?		7004	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
10405	NULL	11100	 Have you been the kind of friend you’d want as one?		7004	2	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	2	10001	10001	0
